0.36071 0.11328 0.068221 0.427102 0.553169 0.192663 0.0450902 0.269741 0.192853 0.041149 0.40574 0.220379 
0.384046 0.120288 0.070692 0.35817 0.586976 0.194482 0.0486946 0.271586 0.194983 0.0393618 0.404006 0.208501 
0.413874 0.136868 0.0743684 0.262686 0.626781 0.19167 0.0560961 0.282461 0.202793 0.0371562 0.379168 0.191426 
0.437349 0.170065 0.0784433 0.131672 0.659279 0.160544 0.0691342 0.351862 0.234821 0.0356545 0.293881 0.156608 
0.383687 0.188356 0.0711204 0.0486047 0.603411 0.0721288 0.0735179 0.563026 0.286478 0.0385107 0.163066 0.0896224 
0.345178 0.188795 0.0581565 0.029048 0.502865 0.0319738 0.0618093 0.696884 0.281761 0.0397033 0.116704 0.0550862 
0.532376 0.222492 0.046432 0.023136 0.379061 0.03355 0.0504279 0.66226 0.245855 0.036771 0.109975 0.0674275 
0.706146 0.21282 0.0342855 0.0181036 0.262013 0.0289056 0.0431169 0.574405 0.191382 0.0342991 0.106817 0.0637341 
0.781182 0.186795 0.0271413 0.0154592 0.211998 0.0226859 0.0398551 0.521625 0.145515 0.03188 0.0996445 0.0512546 
0.82104 0.167915 0.0231959 0.0145646 0.194235 0.0178547 0.0385458 0.484385 0.110641 0.0280723 0.0905241 0.0395252 
0.85292 0.157508 0.0217303 0.0148903 0.189414 0.0149753 0.0397722 0.441007 0.0841039 0.022619 0.0793507 0.0311787 
0.873784 0.155225 0.0224644 0.016794 0.20209 0.0808979 0.0636144 0.381872 0.0693284 0.0397002 0.0836987 0.0312044 
0.607333 0.114917 0.0158485 0.0174223 0.172595 0.623487 0.131887 0.221607 0.0463153 0.303307 0.193195 0.0298708 
0.312478 0.0709737 0.00691537 0.0134044 0.111518 0.788596 0.109818 0.103432 0.02153 0.434847 0.223982 0.0170893 
0.263517 0.0681991 0.00443093 0.0121198 0.0981425 0.780191 0.082911 0.0816617 0.0145943 0.488964 0.233297 0.0119319 
0.279991 0.075571 0.0038576 0.0112049 0.0953741 0.738109 0.0590817 0.0803041 0.0120115 0.540835 0.243256 0.00958799 
0.318001 0.0880219 0.0052459 0.0204998 0.111395 0.667538 0.0359694 0.0935357 0.0160474 0.595839 0.259228 0.0118274 
0.329337 0.0977581 0.0111932 0.0776111 0.204892 0.591447 0.0235499 0.13009 0.0414202 0.606973 0.309098 0.0298506 
0.278188 0.0892177 0.0204605 0.178763 0.390131 0.523957 0.0269999 0.165569 0.0865041 0.491599 0.416929 0.0664744 
0.248541 0.0723835 0.0265653 0.229288 0.529182 0.415046 0.0271009 0.162689 0.117799 0.313272 0.528156 0.0961531 
0.29331 0.0691967 0.0321878 0.204571 0.566857 0.295996 0.0253146 0.146511 0.14115 0.178032 0.609053 0.112628 
0.427236 0.108381 0.0476513 0.118321 0.506341 0.183333 0.0311932 0.21799 0.207688 0.0998103 0.617683 0.127819 
0.569534 0.173522 0.0636421 0.0349314 0.350675 0.0794673 0.056213 0.490011 0.286749 0.0718105 0.407727 0.118611 
0.585731 0.170041 0.0560715 0.0239357 0.281904 0.0403588 0.0714898 0.630893 0.253778 0.0692491 0.252409 0.0845272 
0.58718 0.166535 0.0488582 0.0200473 0.277306 0.0357676 0.0733086 0.646761 0.258733 0.0659993 0.216294 0.0690074 
0.589806 0.172031 0.0432578 0.0184349 0.277952 0.0405185 0.0637535 0.614905 0.334071 0.0665533 0.196685 0.067327 
0.62212 0.166709 0.0339238 0.0175879 0.268902 0.0409535 0.0488625 0.567933 0.376763 0.0702444 0.184344 0.0626574 
0.669919 0.155064 0.0247264 0.016947 0.256466 0.0352803 0.0410449 0.551983 0.341016 0.0691608 0.171305 0.0495487 
0.68839 0.142542 0.0214758 0.0162939 0.250376 0.030944 0.040467 0.580902 0.273259 0.0612834 0.149769 0.0385808 
0.648646 0.127086 0.0246407 0.0164617 0.26732 0.0378769 0.0436042 0.648172 0.215724 0.0522884 0.128372 0.0394431 
0.528761 0.0985589 0.02633 0.0190492 0.30741 0.295468 0.0815175 0.660784 0.162168 0.163181 0.172541 0.0431508 
0.299465 0.057212 0.0160686 0.0185621 0.243875 0.69037 0.106026 0.41565 0.0809386 0.361761 0.219516 0.027279 
0.172689 0.0394131 0.00839768 0.0160449 0.16193 0.801113 0.0874891 0.222421 0.038605 0.441358 0.216034 0.0145333 
0.138607 0.0368067 0.00590044 0.0143064 0.118187 0.809914 0.0648811 0.144913 0.0246181 0.48584 0.217497 0.0101744 
0.158811 0.0429087 0.00752574 0.0265178 0.103291 0.775291 0.0417856 0.136606 0.0274966 0.533052 0.234348 0.0143692 
0.235265 0.0626176 0.0168167 0.140531 0.174614 0.668575 0.025765 0.218041 0.0630483 0.545819 0.301578 0.0465518 
0.292152 0.0788327 0.027272 0.346763 0.343939 0.471594 0.0225022 0.33162 0.111787 0.403663 0.388438 0.0997363 
0.298622 0.0767089 0.0280467 0.423032 0.453604 0.331289 0.019555 0.379166 0.125612 0.245471 0.418016 0.121525 
0.322787 0.0736482 0.0259823 0.396199 0.511894 0.251732 0.0175249 0.419633 0.126423 0.152621 0.420617 0.1214 
0.394385 0.0905562 0.0273802 0.285758 0.533768 0.189055 0.018236 0.496078 0.137683 0.0987024 0.382476 0.10858 
0.511315 0.168265 0.0394226 0.10494 0.451693 0.100138 0.0254942 0.616914 0.172184 0.0651288 0.248506 0.0821267 
0.546893 0.230448 0.052831 0.0317207 0.335673 0.0391133 0.0364133 0.68152 0.192145 0.0571053 0.140721 0.0634029 
0.508207 0.232978 0.0609745 0.0288545 0.317261 0.0343702 0.0432296 0.710576 0.226936 0.0552694 0.124784 0.0644009 
0.479217 0.24227 0.0645082 0.0278914 0.272198 0.0401361 0.0460856 0.725202 0.282451 0.0568353 0.121941 0.0713734 
0.503603 0.242475 0.056223 0.0235541 0.202698 0.0394231 0.044264 0.729181 0.290503 0.0611493 0.121282 0.0687582 
0.542326 0.226816 0.0442133 0.019889 0.164605 0.0322599 0.0396544 0.731926 0.256898 0.0604684 0.116682 0.0582694 
0.560438 0.216296 0.0371655 0.0190966 0.172538 0.0258163 0.0368783 0.731395 0.227565 0.0559809 0.112462 0.0554816 
0.575946 0.218492 0.0352573 0.0205084 0.218074 0.0288168 0.0390962 0.710663 0.209906 0.0501178 0.11485 0.0645209 
0.582134 0.206862 0.0306607 0.0243756 0.273017 0.244767 0.0738587 0.635703 0.169099 0.128482 0.152625 0.0661368 
0.455411 0.150058 0.0180877 0.0244847 0.26188 0.60711 0.0986417 0.428143 0.091186 0.303389 0.191484 0.0439307 
0.329492 0.106582 0.00916425 0.0202922 0.204213 0.744689 0.084263 0.255061 0.0416438 0.412454 0.196674 0.0250147 
0.302388 0.0949842 0.00563182 0.0164708 0.158774 0.753405 0.0637497 0.174811 0.023818 0.480391 0.200288 0.0180928 
0.36004 0.10305 0.00540468 0.0135634 0.128522 0.699944 0.0444153 0.143015 0.0212376 0.535383 0.207917 0.0189283 
0.457116 0.123303 0.0103777 0.0240919 0.12396 0.617599 0.0357465 0.135548 0.0371121 0.551791 0.22776 0.0313465 
0.437578 0.127625 0.0205551 0.0631265 0.158308 0.6788 0.0578453 0.132036 0.070392 0.452672 0.261394 0.0550065 
0.267894 0.0918447 0.0232797 0.083535 0.161782 0.850295 0.086602 0.105146 0.0771108 0.269362 0.249715 0.0607272 
0.151924 0.057796 0.0198473 0.0714464 0.130714 0.929308 0.0983107 0.0796665 0.0636237 0.148495 0.206566 0.0509875 
0.121844 0.0471322 0.0189508 0.0508624 0.104798 0.952978 0.104011 0.0832505 0.0651026 0.0931014 0.168109 0.0438388 
0.22713 0.082814 0.0282405 0.0334164 0.0984555 0.916208 0.109301 0.180655 0.130386 0.0697352 0.146524 0.0509311 
0.639428 0.200074 0.0487598 0.0230147 0.11687 0.448588 0.0825845 0.473482 0.286657 0.0496198 0.113593 0.0690093 
0.755628 0.221919 0.0425763 0.0179295 0.115879 0.0460659 0.0350521 0.533027 0.261871 0.0287436 0.064862 0.05602 
0.733754 0.23147 0.0409735 0.0214274 0.11667 0.0333058 0.0343058 0.568606 0.233044 0.0380712 0.0852066 0.0604821 
0.657229 0.213888 0.046139 0.0294982 0.115716 0.0529493 0.078218 0.567549 0.239663 0.117712 0.256283 0.194689 
0.519008 0.163975 0.0495113 0.0423439 0.109648 0.0689767 0.120801 0.508278 0.298204 0.199137 0.390972 0.358242 
0.367399 0.122554 0.049193 0.0607641 0.10721 0.0677194 0.12798 0.506743 0.44536 0.227115 0.382164 0.398325 
0.235724 0.0922176 0.0463073 0.0746872 0.114173 0.0628285 0.118781 0.549053 0.604637 0.213036 0.288459 0.318556 
0.173011 0.0786382 0.0478798 0.0795239 0.128261 0.108306 0.136422 0.573911 0.673979 0.203857 0.202266 0.205874 
0.306413 0.1371 0.0615988 0.0825611 0.153736 0.262497 0.188201 0.515599 0.585231 0.252188 0.212592 0.177801 
0.697363 0.3309 0.0578252 0.0688476 0.168206 0.306277 0.146491 0.255351 0.254491 0.230499 0.199179 0.172559 
0.822909 0.444965 0.0358913 0.0466691 0.15182 0.18543 0.0618789 0.0992711 0.0789663 0.137306 0.118021 0.105948 
0.831579 0.496813 0.0256794 0.035666 0.144449 0.117507 0.028673 0.0662338 0.0445769 0.0908442 0.0754733 0.0624789 
0.81522 0.528134 0.0310061 0.0335482 0.156011 0.0981934 0.0277753 0.0781328 0.044824 0.0743972 0.0625402 0.0457296 
0.771818 0.543234 0.0620534 0.0417081 0.210216 0.124503 0.0513782 0.144872 0.070738 0.0774646 0.0760073 0.0591798 
0.687583 0.496568 0.120058 0.0568761 0.32034 0.182829 0.0842911 0.274189 0.129502 0.0845581 0.103551 0.100144 
0.633815 0.425387 0.152389 0.0576423 0.387649 0.209059 0.0840483 0.353819 0.18027 0.0745919 0.106571 0.12301 
0.63856 0.388464 0.192385 0.0824441 0.361714 0.201907 0.0681723 0.370183 0.229722 0.0702214 0.0927186 0.133945 
0.463262 0.272837 0.348014 0.260359 0.271065 0.153494 0.0818205 0.470205 0.394597 0.0978266 0.0866478 0.15633 
0.242391 0.174514 0.377221 0.367156 0.214489 0.119032 0.0764538 0.538642 0.490699 0.113734 0.0787741 0.132711 
0.186312 0.143525 0.329238 0.367436 0.23077 0.139464 0.0590333 0.577117 0.509953 0.121681 0.0733662 0.108564 
0.170423 0.116654 0.277277 0.330385 0.27792 0.174699 0.0525551 0.617384 0.498937 0.127119 0.0710379 0.0973769 
0.198627 0.100877 0.271053 0.263848 0.360788 0.204601 0.0781027 0.639284 0.435388 0.116825 0.0727662 0.109393 
0.301306 0.14259 0.357214 0.214101 0.411997 0.185825 0.123075 0.595729 0.330658 0.0805854 0.079917 0.137525 
0.415891 0.203142 0.404158 0.200396 0.354515 0.145809 0.136485 0.50517 0.261968 0.0652831 0.150668 0.256729 
0.400108 0.195339 0.30547 0.151651 0.199135 0.141367 0.117782 0.318673 0.196212 0.0759919 0.383107 0.565098 
0.33172 0.214726 0.181724 0.0970742 0.0921038 0.132203 0.0961232 0.173365 0.13734 0.0916221 0.501386 0.676393 
0.450022 0.36213 0.129863 0.0765423 0.072783 0.111601 0.08382 0.191147 0.130788 0.10776 0.455462 0.588337 
0.6022 0.531001 0.107213 0.0631611 0.0723512 0.07949 0.0645419 0.242996 0.156253 0.101004 0.295563 0.378377 
0.640893 0.629761 0.110428 0.0569151 0.0831098 0.0578018 0.0480714 0.252485 0.18764 0.0812957 0.141558 0.197633 
0.600711 0.681805 0.143928 0.0644134 0.130365 0.0666748 0.0442602 0.234931 0.214986 0.0677972 0.066786 0.124724 
0.502042 0.730742 0.181462 0.079164 0.230341 0.106655 0.0652401 0.185271 0.205513 0.0893399 0.0654622 0.131372 
0.447613 0.780714 0.133418 0.0695232 0.259188 0.126046 0.10864 0.130266 0.122274 0.138698 0.0759444 0.125303 
0.462242 0.820893 0.0664965 0.0443244 0.172823 0.108484 0.12717 0.116328 0.079994 0.135236 0.0551627 0.0837218 
0.440781 0.854311 0.0598757 0.0295548 0.107541 0.0973509 0.123151 0.110978 0.0809514 0.107557 0.0367345 0.0584038 
0.394864 0.872705 0.106666 0.0307282 0.095308 0.114404 0.114978 0.110934 0.104175 0.0907019 0.0307874 0.0492092 
0.341509 0.84199 0.202523 0.0578088 0.135681 0.173844 0.103456 0.133142 0.196497 0.10465 0.036721 0.0457617 
0.320798 0.717693 0.286459 0.0911693 0.172017 0.228528 0.0836282 0.1968 0.367936 0.15829 0.0433076 0.0422934 
0.329307 0.587452 0.305075 0.0963811 0.149977 0.213 0.0663389 0.260456 0.503245 0.217953 0.0391324 0.0413108 
0.353512 0.495077 0.308802 0.138547 0.121857 0.187912 0.0896772 0.294756 0.538189 0.263872 0.0533933 0.0903563 
0.38286 0.338031 0.320526 0.272653 0.169859 0.263498 0.191257 0.318703 0.433979 0.270344 0.121805 0.222222 
0.375819 0.19201 0.281405 0.337511 0.255847 0.377093 0.275652 0.338699 0.257134 0.202912 0.177935 0.302458 
0.362675 0.15328 0.25366 0.306808 0.299435 0.414369 0.290198 0.389826 0.216028 0.153617 0.178363 0.294747 
0.328278 0.139063 0.257297 0.270731 0.303444 0.356971 0.25648 0.493932 0.327345 0.13152 0.138417 0.246026 
0.261682 0.123383 0.240706 0.271833 0.256614 0.235834 0.179827 0.600227 0.455858 0.114101 0.11821 0.188649 
0.217525 0.126163 0.216339 0.2599 0.248288 0.24882 0.13075 0.631877 0.431481 0.170286 0.200901 0.16419 
0.264654 0.131114 0.192774 0.199974 0.309469 0.343721 0.115987 0.559005 0.312117 0.284051 0.298807 0.168443 
0.548214 0.123249 0.125196 0.162686 0.380508 0.320364 0.0924553 0.318092 0.145018 0.292951 0.251065 0.339258 
0.678576 0.161687 0.0619714 0.141932 0.401813 0.262086 0.0646659 0.143583 0.0612218 0.180413 0.126438 0.426828 
0.664552 0.224754 0.0413786 0.124772 0.447594 0.303696 0.0571654 0.11155 0.0590685 0.115257 0.0775905 0.399373 
0.603784 0.277244 0.0370573 0.103631 0.503984 0.388669 0.0558858 0.11999 0.0846332 0.0844262 0.0678605 0.324018 
0.514318 0.310064 0.0438082 0.0766088 0.552174 0.483886 0.0600126 0.139371 0.128271 0.0686813 0.0726746 0.207437 
0.444363 0.297847 0.0669136 0.0584658 0.562274 0.540254 0.0792189 0.1777 0.200029 0.0670221 0.0852522 0.0909993 
0.434315 0.245426 0.202283 0.128914 0.472307 0.422403 0.131011 0.350902 0.325215 0.148176 0.124471 0.0926873 
0.260477 0.201402 0.360743 0.219865 0.330773 0.206412 0.114798 0.565397 0.356533 0.243968 0.138165 0.150059 
0.17435 0.167758 0.361827 0.220256 0.309277 0.179657 0.0735628 0.630261 0.366674 0.236101 0.118429 0.165046 
0.147988 0.137964 0.330042 0.205205 0.293835 0.180322 0.0580143 0.663805 0.398464 0.205367 0.101039 0.184428 
0.16592 0.114197 0.287756 0.195974 0.290126 0.185165 0.0723871 0.674617 0.410208 0.165897 0.0950523 0.233634 
0.232781 0.122452 0.270986 0.204296 0.323278 0.186089 0.0988703 0.658339 0.350128 0.151114 0.106361 0.276743 
0.267193 0.136426 0.27777 0.20315 0.35009 0.17888 0.101443 0.618897 0.278018 0.195137 0.24458 0.261712 
0.181526 0.0954967 0.243462 0.145188 0.250795 0.123897 0.0653131 0.437393 0.206528 0.251092 0.684078 0.173449 
0.0903867 0.0507911 0.19 0.0834815 0.118822 0.0572577 0.0359435 0.241908 0.161532 0.233329 0.88223 0.100539 
0.171303 0.066311 0.189788 0.0803735 0.112518 0.0388939 0.0424393 0.234365 0.186443 0.228679 0.867569 0.11466 
0.415746 0.185319 0.195804 0.10474 0.196878 0.0573583 0.0643291 0.341703 0.23563 0.225811 0.667126 0.170245 
0.599679 0.362454 0.146108 0.10761 0.269205 0.0939896 0.0659582 0.446447 0.254376 0.160663 0.260427 0.18103 
0.592278 0.428825 0.0895453 0.080547 0.249068 0.111285 0.0416985 0.49516 0.313344 0.0972856 0.0623926 0.133887 
0.605368 0.444399 0.0680854 0.0553119 0.200965 0.105788 0.0235063 0.461512 0.38327 0.0792222 0.0473687 0.0883442 
0.701697 0.463499 0.0632137 0.0421812 0.168985 0.0917021 0.0207802 0.338497 0.35056 0.0791196 0.0467999 0.0607846 
0.78693 0.482525 0.0615649 0.0370516 0.15063 0.0879084 0.0287658 0.199706 0.247203 0.079859 0.0462303 0.0446751 
0.822046 0.501241 0.0611765 0.0356644 0.139054 0.0997473 0.0460761 0.096616 0.134536 0.0771806 0.0443079 0.0349488 
0.792371 0.558805 0.053267 0.0362936 0.147109 0.113537 0.0705735 0.0630496 0.0582171 0.0769586 0.044258 0.0311711 
